visitor_id,traffic_source,device,visit,product_view,add_to_cart,purchase,order_value
105294,Paid Social,Mobile,1,0,0,0,
105295,Referral,Desktop,1,0,0,0,
105296,Paid Social,Mobile,1,0,0,0,
105297,Direct,Tablet,1,0,0,0,
105298,Paid Social,Mobile,1,0,0,0,
105299,Paid Social,Mobile,1,0,0,0,
105300,Paid Social,Mobile,1,0,0,0,
105301,Organic Search,Mobile,1,0,0,0,
105302,Paid Social,Desktop,1,1,0,0,
105303,Organic Search,Mobile,1,0,0,0,
105304,Direct,Mobile,1,0,0,0,
105305,Paid Social,Tablet,1,0,0,0,
105306,Paid Social,Mobile,1,1,0,0,
105307,Paid Social,Mobile,1,1,1,0,
105308,Paid Social,Desktop,1,0,0,0,
105309,Email,Tablet,1,1,1,0,
105310,Paid Social,Desktop,1,0,0,0,
105311,Organic Search,Desktop,1,1,1,0,
105312,Referral,Desktop,1,1,1,1,46.74
105313,Paid Social,Desktop,1,1,1,0,
105314,Direct,Desktop,1,1,1,1,30.18
105315,Direct,Tablet,1,1,0,0,
105316,Email,Tablet,1,0,0,0,
105317,Organic Search,Mobile,1,0,0,0,
105318,Email,Mobile,1,1,0,0,
105319,Organic Search,Desktop,1,1,0,0,
105320,Email,Mobile,1,0,0,0,
105321,Direct,Tablet,1,1,0,0,
105322,Email,Mobile,1,0,0,0,
105323,Organic Search,Mobile,1,1,1,0,
105324,Email,Mobile,1,0,0,0,
105325,Paid Social,Mobile,1,1,1,1,57.34
105326,Email,Mobile,1,1,1,0,
105327,Referral,Mobile,1,0,0,0,
105328,Paid Social,Desktop,1,1,0,0,
105329,Organic Search,Desktop,1,0,0,0,
105330,Direct,Mobile,1,0,0,0,
105331,Email,Mobile,1,1,1,0,
105332,Direct,Desktop,1,1,0,0,
105333,Organic Search,Tablet,1,0,0,0,
105334,Referral,Desktop,1,1,0,0,
105335,Organic Search,Mobile,1,1,1,0,
105336,Referral,Mobile,1,1,0,0,
105337,Direct,Desktop,1,1,0,0,
105338,Paid Social,Tablet,1,1,1,0,
105339,Direct,Desktop,1,1,0,0,
105340,Paid Social,Mobile,1,0,0,0,
105341,Organic Search,Mobile,1,0,0,0,
105342,Organic Search,Tablet,1,1,1,0,
105343,Direct,Mobile,1,0,0,0,
105344,Organic Search,Tablet,1,1,0,0,
105345,Paid Social,Desktop,1,0,0,0,
105346,Organic Search,Desktop,1,1,1,0,
105347,Organic Search,Mobile,1,1,0,0,
105348,Organic Search,Mobile,1,1,0,0,
105349,Referral,Desktop,1,0,0,0,
105350,Paid Social,Mobile,1,0,0,0,
105351,Referral,Desktop,1,1,0,0,
105352,Email,Desktop,1,0,0,0,
105353,Paid Social,Mobile,1,0,0,0,
105354,Email,Mobile,1,1,0,0,
105355,Direct,Mobile,1,1,1,0,
105356,Email,Desktop,1,0,0,0,
105357,Email,Mobile,1,1,1,1,55.45
105358,Direct,Desktop,1,0,0,0,
105359,Email,Desktop,1,1,0,0,
105360,Organic Search,Mobile,1,1,0,0,
105361,Referral,Desktop,1,1,0,0,
105362,Referral,Desktop,1,0,0,0,
105363,Organic Search,Mobile,1,0,0,0,
105364,Organic Search,Tablet,1,1,0,0,
105365,Paid Social,Desktop,1,0,0,0,
105366,Email,Mobile,1,0,0,0,
105367,Email,Mobile,1,0,0,0,
105368,Organic Search,Mobile,1,1,0,0,
105369,Organic Search,Mobile,1,0,0,0,
105370,Direct,Mobile,1,0,0,0,
105371,Referral,Mobile,1,0,0,0,
105372,Paid Social,Desktop,1,0,0,0,
105373,Email,Mobile,1,0,0,0,
105374,Organic Search,Mobile,1,1,0,0,
105375,Organic Search,Mobile,1,1,0,0,
105376,Paid Social,Desktop,1,1,1,0,
105377,Referral,Mobile,1,1,1,0,
105378,Paid Social,Desktop,1,1,1,0,
105379,Email,Desktop,1,1,0,0,
105380,Paid Social,Desktop,1,0,0,0,
105381,Organic Search,Desktop,1,0,0,0,
105382,Paid Social,Desktop,1,1,0,0,
105383,Organic Search,Desktop,1,1,1,1,34.89
105384,Organic Search,Mobile,1,1,0,0,
105385,Organic Search,Desktop,1,1,0,0,
105386,Referral,Desktop,1,0,0,0,
105387,Paid Social,Desktop,1,0,0,0,
105388,Organic Search,Mobile,1,1,0,0,
105389,Paid Social,Mobile,1,0,0,0,
105390,Referral,Mobile,1,0,0,0,
105391,Organic Search,Mobile,1,1,1,0,
105392,Paid Social,Desktop,1,0,0,0,
105393,Paid Social,Mobile,1,0,0,0,
105394,Organic Search,Mobile,1,1,1,0,
105395,Organic Search,Mobile,1,1,1,0,
105396,Referral,Desktop,1,1,0,0,
105397,Paid Social,Mobile,1,0,0,0,
105398,Direct,Mobile,1,0,0,0,
105399,Email,Mobile,1,1,1,0,
105400,Organic Search,Desktop,1,1,0,0,
105401,Email,Desktop,1,1,1,0,
105402,Organic Search,Mobile,1,1,0,0,
105403,Organic Search,Mobile,1,0,0,0,
105404,Organic Search,Desktop,1,1,1,1,102.71
105405,Organic Search,Desktop,1,1,1,0,
105406,Direct,Desktop,1,0,0,0,
105407,Paid Social,Desktop,1,1,0,0,
105408,Referral,Mobile,1,1,0,0,
105409,Email,Mobile,1,0,0,0,
105410,Email,Mobile,1,1,0,0,
105411,Organic Search,Mobile,1,1,0,0,
105412,Email,Mobile,1,0,0,0,
105413,Referral,Mobile,1,0,0,0,
105414,Referral,Desktop,1,0,0,0,
105415,Organic Search,Mobile,1,1,0,0,
105416,Referral,Mobile,1,1,1,0,
105417,Organic Search,Desktop,1,1,0,0,
105418,Organic Search,Desktop,1,1,0,0,
105419,Paid Social,Mobile,1,1,0,0,
105420,Direct,Mobile,1,0,0,0,
105421,Paid Social,Mobile,1,1,0,0,
105422,Organic Search,Mobile,1,1,1,0,
105423,Organic Search,Mobile,1,0,0,0,
105424,Organic Search,Mobile,1,1,0,0,
105425,Direct,Mobile,1,0,0,0,
105426,Direct,Desktop,1,1,1,0,
105427,Direct,Desktop,1,1,1,0,
105428,Direct,Mobile,1,1,0,0,
105429,Paid Social,Desktop,1,0,0,0,
105430,Email,Mobile,1,0,0,0,
105431,Referral,Desktop,1,0,0,0,
105432,Organic Search,Desktop,1,0,0,0,
105433,Email,Mobile,1,0,0,0,
105434,Paid Social,Mobile,1,1,0,0,
105435,Paid Social,Mobile,1,0,0,0,
105436,Direct,Desktop,1,1,0,0,
105437,Organic Search,Mobile,1,1,0,0,
105438,Paid Social,Mobile,1,1,0,0,
105439,Referral,Tablet,1,1,1,1,40.99
105440,Direct,Mobile,1,1,0,0,
105441,Organic Search,Mobile,1,1,1,0,
105442,Referral,Mobile,1,1,0,0,
105443,Direct,Mobile,1,0,0,0,
105444,Organic Search,Desktop,1,0,0,0,
105445,Paid Social,Mobile,1,1,0,0,
105446,Paid Social,Desktop,1,1,0,0,
105447,Paid Social,Mobile,1,1,1,0,
105448,Email,Desktop,1,1,0,0,
105449,Direct,Mobile,1,1,1,0,
105450,Organic Search,Mobile,1,1,0,0,
105451,Organic Search,Mobile,1,1,0,0,
105452,Paid Social,Mobile,1,0,0,0,
105453,Direct,Desktop,1,1,0,0,
105454,Organic Search,Mobile,1,0,0,0,
105455,Direct,Mobile,1,0,0,0,
105456,Referral,Desktop,1,1,0,0,
105457,Organic Search,Mobile,1,0,0,0,
105458,Paid Social,Mobile,1,1,1,0,
105459,Email,Mobile,1,0,0,0,
105460,Referral,Mobile,1,0,0,0,
105461,Paid Social,Mobile,1,1,0,0,
105462,Paid Social,Desktop,1,0,0,0,
105463,Organic Search,Mobile,1,1,1,0,
105464,Paid Social,Desktop,1,1,0,0,
105465,Direct,Tablet,1,0,0,0,
105466,Paid Social,Mobile,1,0,0,0,
105467,Referral,Mobile,1,1,1,0,
105468,Paid Social,Mobile,1,0,0,0,
105469,Paid Social,Mobile,1,1,1,0,
105470,Paid Social,Mobile,1,0,0,0,
105471,Email,Mobile,1,1,0,0,
105472,Organic Search,Mobile,1,1,0,0,
105473,Organic Search,Desktop,1,1,0,0,
105474,Organic Search,Desktop,1,1,0,0,
105475,Paid Social,Mobile,1,0,0,0,
105476,Organic Search,Mobile,1,1,0,0,
105477,Organic Search,Desktop,1,0,0,0,
105478,Direct,Mobile,1,0,0,0,
105479,Organic Search,Desktop,1,0,0,0,
105480,Paid Social,Desktop,1,1,0,0,
105481,Organic Search,Tablet,1,0,0,0,
105482,Direct,Tablet,1,1,0,0,
105483,Paid Social,Desktop,1,0,0,0,
105484,Organic Search,Mobile,1,1,0,0,
105485,Organic Search,Mobile,1,0,0,0,
105486,Organic Search,Mobile,1,1,1,0,
105487,Organic Search,Mobile,1,1,0,0,
105488,Referral,Desktop,1,1,1,0,
105489,Organic Search,Mobile,1,0,0,0,
105490,Organic Search,Mobile,1,1,1,0,
105491,Paid Social,Mobile,1,1,0,0,
105492,Organic Search,Desktop,1,1,0,0,
105493,Direct,Mobile,1,0,0,0,
105494,Email,Mobile,1,1,0,0,
105495,Email,Desktop,1,0,0,0,
105496,Email,Desktop,1,1,1,0,
105497,Organic Search,Mobile,1,0,0,0,
105498,Paid Social,Mobile,1,1,0,0,
105499,Referral,Mobile,1,1,1,0,
105500,Organic Search,Mobile,1,1,1,1,67.38
105501,Referral,Desktop,1,1,0,0,
105502,Organic Search,Desktop,1,0,0,0,
105503,Direct,Tablet,1,0,0,0,
105504,Email,Mobile,1,0,0,0,
105505,Organic Search,Desktop,1,1,1,0,
105506,Organic Search,Desktop,1,1,0,0,
105507,Email,Desktop,1,1,1,0,
105508,Organic Search,Mobile,1,1,0,0,
105509,Organic Search,Mobile,1,1,0,0,
105510,Organic Search,Tablet,1,1,1,0,
105511,Organic Search,Desktop,1,0,0,0,
105512,Organic Search,Desktop,1,1,1,1,58.63
105513,Referral,Mobile,1,0,0,0,
105514,Paid Social,Mobile,1,0,0,0,
105515,Direct,Desktop,1,1,0,0,
105516,Organic Search,Desktop,1,0,0,0,
105517,Email,Desktop,1,1,0,0,
105518,Paid Social,Mobile,1,0,0,0,
105519,Organic Search,Mobile,1,1,1,0,
105520,Direct,Mobile,1,0,0,0,
105521,Organic Search,Mobile,1,1,1,0,
105522,Email,Mobile,1,1,0,0,
105523,Organic Search,Mobile,1,1,1,0,
105524,Email,Mobile,1,1,0,0,
105525,Organic Search,Tablet,1,1,1,0,
105526,Organic Search,Mobile,1,1,0,0,
105527,Paid Social,Mobile,1,0,0,0,
105528,Organic Search,Desktop,1,1,0,0,
105529,Direct,Desktop,1,0,0,0,
105530,Referral,Desktop,1,0,0,0,
105531,Direct,Desktop,1,1,1,0,
105532,Paid Social,Desktop,1,1,0,0,
105533,Email,Desktop,1,1,0,0,
105534,Direct,Mobile,1,1,1,1,29.85
105535,Organic Search,Desktop,1,1,0,0,
105536,Organic Search,Desktop,1,0,0,0,
105537,Paid Social,Desktop,1,0,0,0,
105538,Direct,Desktop,1,1,1,1,48.01
105539,Organic Search,Mobile,1,0,0,0,
105540,Organic Search,Tablet,1,1,1,0,
105541,Organic Search,Tablet,1,0,0,0,
105542,Organic Search,Tablet,1,0,0,0,
105543,Organic Search,Desktop,1,1,1,0,
105544,Organic Search,Mobile,1,1,0,0,
105545,Direct,Mobile,1,1,1,0,
105546,Organic Search,Desktop,1,0,0,0,
105547,Email,Mobile,1,1,0,0,
105548,Email,Desktop,1,1,1,0,
105549,Organic Search,Mobile,1,0,0,0,
105550,Organic Search,Desktop,1,0,0,0,
105551,Email,Mobile,1,1,1,0,
105552,Referral,Desktop,1,1,0,0,
105553,Direct,Mobile,1,1,1,0,
105554,Paid Social,Desktop,1,1,0,0,
105555,Organic Search,Tablet,1,0,0,0,
105556,Paid Social,Desktop,1,0,0,0,
105557,Referral,Mobile,1,1,0,0,
105558,Direct,Mobile,1,0,0,0,
105559,Organic Search,Desktop,1,1,1,0,
105560,Paid Social,Mobile,1,0,0,0,
105561,Paid Social,Mobile,1,0,0,0,
105562,Paid Social,Mobile,1,0,0,0,
105563,Referral,Desktop,1,1,0,0,
105564,Referral,Mobile,1,0,0,0,
105565,Paid Social,Mobile,1,1,0,0,
105566,Organic Search,Mobile,1,1,1,0,
105567,Paid Social,Mobile,1,0,0,0,
105568,Organic Search,Mobile,1,1,1,1,117.99
105569,Organic Search,Mobile,1,1,0,0,
105570,Direct,Mobile,1,1,0,0,
105571,Paid Social,Mobile,1,1,0,0,
105572,Referral,Tablet,1,0,0,0,
105573,Paid Social,Mobile,1,1,0,0,
105574,Email,Mobile,1,1,0,0,
105575,Referral,Mobile,1,1,1,0,
105576,Referral,Tablet,1,0,0,0,
105577,Direct,Mobile,1,1,0,0,
105578,Email,Mobile,1,0,0,0,
105579,Organic Search,Mobile,1,0,0,0,
105580,Referral,Mobile,1,1,0,0,
105581,Email,Mobile,1,1,1,0,
105582,Direct,Mobile,1,1,1,0,
105583,Organic Search,Mobile,1,1,1,0,
105584,Organic Search,Desktop,1,1,1,0,
105585,Referral,Tablet,1,1,0,0,
105586,Paid Social,Mobile,1,1,1,0,
105587,Email,Desktop,1,1,1,1,60.72
105588,Paid Social,Tablet,1,0,0,0,
105589,Referral,Desktop,1,1,0,0,
105590,Paid Social,Mobile,1,0,0,0,
105591,Paid Social,Mobile,1,0,0,0,
105592,Direct,Mobile,1,0,0,0,
105593,Organic Search,Mobile,1,1,1,0,
105594,Organic Search,Desktop,1,0,0,0,
105595,Organic Search,Desktop,1,1,1,0,
105596,Email,Mobile,1,0,0,0,
105597,Paid Social,Tablet,1,0,0,0,
105598,Organic Search,Mobile,1,1,0,0,
105599,Email,Mobile,1,1,1,1,87.58
105600,Referral,Mobile,1,1,0,0,
105601,Referral,Desktop,1,1,0,0,
105602,Email,Desktop,1,0,0,0,
105603,Organic Search,Tablet,1,1,0,0,
105604,Direct,Desktop,1,0,0,0,
105605,Organic Search,Mobile,1,1,1,0,
105606,Organic Search,Desktop,1,1,0,0,
105607,Email,Mobile,1,1,1,0,
105608,Paid Social,Mobile,1,0,0,0,
105609,Organic Search,Desktop,1,1,0,0,
105610,Referral,Desktop,1,1,1,0,
105611,Paid Social,Mobile,1,0,0,0,
105612,Organic Search,Mobile,1,0,0,0,
105613,Paid Social,Mobile,1,0,0,0,
105614,Direct,Mobile,1,0,0,0,
105615,Direct,Mobile,1,1,1,0,
105616,Direct,Mobile,1,0,0,0,
105617,Direct,Mobile,1,0,0,0,
105618,Organic Search,Tablet,1,1,0,0,
105619,Email,Mobile,1,0,0,0,
105620,Email,Desktop,1,1,1,0,
105621,Email,Desktop,1,0,0,0,
105622,Organic Search,Mobile,1,1,0,0,
105623,Direct,Tablet,1,1,0,0,
105624,Referral,Desktop,1,1,0,0,
105625,Referral,Tablet,1,1,0,0,
105626,Organic Search,Mobile,1,0,0,0,
105627,Organic Search,Mobile,1,1,0,0,
105628,Email,Mobile,1,0,0,0,
105629,Referral,Mobile,1,1,0,0,
105630,Email,Mobile,1,1,1,0,
105631,Paid Social,Desktop,1,0,0,0,
105632,Direct,Mobile,1,0,0,0,
105633,Organic Search,Mobile,1,0,0,0,
105634,Email,Mobile,1,0,0,0,
105635,Referral,Mobile,1,0,0,0,
105636,Referral,Desktop,1,1,1,0,
105637,Paid Social,Desktop,1,0,0,0,
105638,Referral,Mobile,1,0,0,0,
105639,Paid Social,Mobile,1,0,0,0,
105640,Organic Search,Mobile,1,1,0,0,
105641,Direct,Tablet,1,1,0,0,
105642,Email,Tablet,1,0,0,0,
105643,Email,Mobile,1,1,1,0,
105644,Direct,Desktop,1,0,0,0,
105645,Paid Social,Desktop,1,1,1,1,70.75
105646,Direct,Mobile,1,0,0,0,
105647,Organic Search,Mobile,1,0,0,0,
105648,Paid Social,Mobile,1,1,0,0,
105649,Paid Social,Desktop,1,0,0,0,
105650,Paid Social,Mobile,1,0,0,0,
105651,Email,Mobile,1,0,0,0,
105652,Direct,Tablet,1,1,1,0,
105653,Organic Search,Mobile,1,0,0,0,
105654,Paid Social,Mobile,1,0,0,0,
105655,Direct,Mobile,1,0,0,0,
105656,Email,Mobile,1,1,1,0,
105657,Paid Social,Desktop,1,0,0,0,
105658,Paid Social,Mobile,1,0,0,0,
105659,Paid Social,Mobile,1,0,0,0,
105660,Paid Social,Desktop,1,0,0,0,
105661,Email,Mobile,1,1,0,0,
105662,Organic Search,Desktop,1,1,1,1,160.61
105663,Organic Search,Mobile,1,0,0,0,
105664,Paid Social,Desktop,1,0,0,0,
105665,Referral,Desktop,1,1,0,0,
105666,Direct,Desktop,1,1,0,0,
105667,Direct,Desktop,1,1,1,0,
105668,Paid Social,Mobile,1,0,0,0,
105669,Organic Search,Mobile,1,1,1,0,
105670,Organic Search,Mobile,1,1,0,0,
105671,Paid Social,Mobile,1,1,0,0,
105672,Referral,Mobile,1,1,0,0,
105673,Direct,Mobile,1,0,0,0,
105674,Email,Tablet,1,1,0,0,
105675,Paid Social,Desktop,1,0,0,0,
105676,Paid Social,Desktop,1,1,1,0,
105677,Paid Social,Mobile,1,0,0,0,
105678,Organic Search,Mobile,1,1,0,0,
105679,Organic Search,Mobile,1,1,1,0,
105680,Email,Mobile,1,1,0,0,
105681,Organic Search,Tablet,1,1,1,0,
105682,Direct,Mobile,1,1,0,0,
105683,Referral,Desktop,1,1,1,1,58.62
105684,Organic Search,Mobile,1,1,1,0,
105685,Email,Mobile,1,1,1,1,63.78
105686,Organic Search,Mobile,1,1,0,0,
105687,Paid Social,Mobile,1,1,1,0,
105688,Direct,Tablet,1,1,0,0,
105689,Direct,Tablet,1,1,0,0,
105690,Organic Search,Desktop,1,1,0,0,
105691,Direct,Mobile,1,1,1,0,
105692,Paid Social,Mobile,1,0,0,0,
105693,Organic Search,Desktop,1,0,0,0,
105694,Referral,Desktop,1,1,0,0,
105695,Organic Search,Tablet,1,1,0,0,
105696,Organic Search,Desktop,1,0,0,0,
105697,Direct,Mobile,1,0,0,0,
105698,Organic Search,Desktop,1,1,1,1,85.08
105699,Direct,Mobile,1,1,0,0,
105700,Direct,Desktop,1,1,1,0,
105701,Paid Social,Desktop,1,0,0,0,
105702,Paid Social,Mobile,1,0,0,0,
105703,Paid Social,Desktop,1,0,0,0,
105704,Referral,Mobile,1,1,0,0,
105705,Email,Mobile,1,1,1,0,
105706,Paid Social,Desktop,1,0,0,0,
105707,Direct,Desktop,1,0,0,0,
105708,Paid Social,Mobile,1,0,0,0,
105709,Paid Social,Mobile,1,1,1,0,
105710,Email,Mobile,1,0,0,0,
105711,Organic Search,Desktop,1,1,0,0,
105712,Paid Social,Mobile,1,0,0,0,
105713,Organic Search,Tablet,1,1,0,0,
105714,Email,Mobile,1,1,0,0,
105715,Organic Search,Desktop,1,1,0,0,
105716,Organic Search,Mobile,1,0,0,0,
105717,Organic Search,Desktop,1,1,0,0,
105718,Email,Mobile,1,1,0,0,
105719,Direct,Mobile,1,1,0,0,
105720,Referral,Tablet,1,0,0,0,
105721,Organic Search,Desktop,1,0,0,0,
105722,Paid Social,Mobile,1,0,0,0,
105723,Email,Mobile,1,1,1,0,
105724,Organic Search,Desktop,1,1,0,0,
105725,Direct,Desktop,1,0,0,0,
105726,Organic Search,Mobile,1,1,0,0,
105727,Paid Social,Desktop,1,0,0,0,
105728,Referral,Desktop,1,0,0,0,
105729,Paid Social,Desktop,1,1,0,0,
105730,Paid Social,Mobile,1,0,0,0,
105731,Paid Social,Desktop,1,0,0,0,
105732,Direct,Mobile,1,1,0,0,
105733,Direct,Mobile,1,1,1,0,
105734,Organic Search,Mobile,1,1,1,0,
105735,Organic Search,Mobile,1,1,0,0,
105736,Organic Search,Mobile,1,1,0,0,
105737,Organic Search,Tablet,1,1,1,1,20.9
105738,Organic Search,Mobile,1,1,0,0,
105739,Organic Search,Mobile,1,0,0,0,
105740,Organic Search,Desktop,1,1,0,0,
105741,Organic Search,Tablet,1,1,0,0,
105742,Paid Social,Mobile,1,0,0,0,
105743,Email,Mobile,1,1,1,0,
105744,Email,Mobile,1,1,0,0,
105745,Paid Social,Mobile,1,1,1,0,
105746,Direct,Tablet,1,1,0,0,
105747,Email,Mobile,1,1,0,0,
105748,Referral,Mobile,1,1,0,0,
105749,Referral,Desktop,1,1,0,0,
105750,Paid Social,Desktop,1,0,0,0,
105751,Paid Social,Mobile,1,0,0,0,
105752,Email,Tablet,1,1,0,0,
105753,Direct,Mobile,1,0,0,0,
105754,Organic Search,Desktop,1,0,0,0,
105755,Paid Social,Desktop,1,0,0,0,
105756,Direct,Desktop,1,1,0,0,
105757,Organic Search,Mobile,1,1,0,0,
105758,Organic Search,Desktop,1,1,0,0,
105759,Organic Search,Desktop,1,1,0,0,
105760,Email,Desktop,1,0,0,0,
105761,Email,Mobile,1,0,0,0,
105762,Direct,Mobile,1,0,0,0,
105763,Direct,Tablet,1,0,0,0,
105764,Paid Social,Mobile,1,1,1,0,
105765,Paid Social,Desktop,1,0,0,0,
105766,Direct,Mobile,1,1,0,0,
105767,Paid Social,Tablet,1,0,0,0,
105768,Paid Social,Desktop,1,1,0,0,
105769,Organic Search,Desktop,1,1,1,1,55.9
105770,Paid Social,Desktop,1,1,0,0,
105771,Email,Desktop,1,0,0,0,
105772,Organic Search,Desktop,1,0,0,0,
105773,Email,Desktop,1,0,0,0,
105774,Paid Social,Desktop,1,0,0,0,
105775,Organic Search,Desktop,1,1,0,0,
105776,Direct,Desktop,1,0,0,0,
105777,Referral,Mobile,1,0,0,0,
105778,Paid Social,Mobile,1,1,0,0,
105779,Paid Social,Desktop,1,0,0,0,
105780,Organic Search,Desktop,1,1,0,0,
105781,Direct,Mobile,1,0,0,0,
105782,Email,Mobile,1,0,0,0,
105783,Organic Search,Mobile,1,1,0,0,
105784,Organic Search,Tablet,1,1,0,0,
105785,Organic Search,Mobile,1,1,0,0,
105786,Paid Social,Mobile,1,0,0,0,
105787,Direct,Mobile,1,0,0,0,
105788,Paid Social,Desktop,1,1,0,0,
105789,Organic Search,Tablet,1,1,0,0,
105790,Paid Social,Mobile,1,0,0,0,
105791,Organic Search,Desktop,1,0,0,0,
105792,Direct,Desktop,1,1,0,0,
105793,Organic Search,Desktop,1,1,0,0,
105794,Direct,Tablet,1,1,1,0,
105795,Email,Desktop,1,1,0,0,
105796,Organic Search,Desktop,1,1,0,0,
105797,Organic Search,Mobile,1,0,0,0,
105798,Organic Search,Mobile,1,1,0,0,
105799,Email,Mobile,1,0,0,0,
105800,Organic Search,Desktop,1,0,0,0,
105801,Referral,Tablet,1,1,0,0,
105802,Direct,Mobile,1,1,1,0,
105803,Paid Social,Mobile,1,1,0,0,
105804,Organic Search,Tablet,1,1,0,0,
105805,Paid Social,Mobile,1,0,0,0,
105806,Paid Social,Desktop,1,0,0,0,
105807,Organic Search,Mobile,1,1,1,0,
105808,Referral,Mobile,1,0,0,0,
105809,Email,Desktop,1,1,0,0,
105810,Direct,Mobile,1,1,0,0,
105811,Direct,Mobile,1,1,0,0,
105812,Paid Social,Mobile,1,1,0,0,
105813,Direct,Desktop,1,1,0,0,
105814,Organic Search,Mobile,1,0,0,0,
105815,Paid Social,Mobile,1,1,0,0,
105816,Direct,Tablet,1,0,0,0,
105817,Direct,Desktop,1,0,0,0,
105818,Organic Search,Tablet,1,1,0,0,
105819,Organic Search,Desktop,1,0,0,0,
105820,Referral,Desktop,1,1,0,0,
105821,Paid Social,Mobile,1,1,1,0,
105822,Referral,Desktop,1,1,1,1,39.64
105823,Paid Social,Desktop,1,0,0,0,
105824,Paid Social,Mobile,1,0,0,0,
105825,Direct,Mobile,1,1,1,1,43.25
105826,Paid Social,Mobile,1,0,0,0,
105827,Organic Search,Desktop,1,1,0,0,
105828,Organic Search,Mobile,1,0,0,0,
105829,Email,Mobile,1,0,0,0,
105830,Email,Mobile,1,1,0,0,
105831,Organic Search,Mobile,1,1,0,0,
105832,Referral,Desktop,1,0,0,0,
105833,Referral,Desktop,1,0,0,0,
105834,Referral,Mobile,1,1,0,0,
105835,Referral,Desktop,1,0,0,0,
105836,Referral,Mobile,1,1,1,0,
105837,Paid Social,Mobile,1,1,0,0,
105838,Paid Social,Desktop,1,0,0,0,
105839,Paid Social,Mobile,1,0,0,0,
105840,Email,Mobile,1,1,1,1,28.01
105841,Email,Tablet,1,0,0,0,
105842,Referral,Desktop,1,0,0,0,
105843,Paid Social,Mobile,1,0,0,0,
105844,Referral,Mobile,1,1,0,0,
105845,Organic Search,Mobile,1,0,0,0,
105846,Paid Social,Desktop,1,0,0,0,
105847,Paid Social,Mobile,1,1,1,0,
105848,Paid Social,Mobile,1,1,0,0,
105849,Paid Social,Desktop,1,0,0,0,
105850,Organic Search,Mobile,1,0,0,0,
105851,Organic Search,Desktop,1,1,0,0,
105852,Organic Search,Tablet,1,1,0,0,
105853,Organic Search,Desktop,1,0,0,0,
105854,Paid Social,Mobile,1,0,0,0,
105855,Organic Search,Desktop,1,1,1,0,
105856,Organic Search,Tablet,1,0,0,0,
105857,Email,Desktop,1,0,0,0,
105858,Organic Search,Desktop,1,1,0,0,
105859,Paid Social,Desktop,1,1,1,0,
105860,Paid Social,Desktop,1,0,0,0,
105861,Organic Search,Mobile,1,1,0,0,
105862,Organic Search,Mobile,1,1,1,0,
105863,Direct,Mobile,1,0,0,0,
105864,Organic Search,Mobile,1,1,0,0,
105865,Email,Desktop,1,0,0,0,
105866,Organic Search,Desktop,1,0,0,0,
105867,Referral,Desktop,1,0,0,0,
105868,Paid Social,Desktop,1,0,0,0,
105869,Direct,Desktop,1,1,0,0,
105870,Email,Desktop,1,1,0,0,
105871,Organic Search,Desktop,1,1,0,0,
105872,Organic Search,Mobile,1,1,1,0,
105873,Referral,Tablet,1,1,0,0,
105874,Paid Social,Desktop,1,0,0,0,
105875,Organic Search,Mobile,1,1,0,0,
105876,Paid Social,Desktop,1,0,0,0,
105877,Referral,Tablet,1,1,0,0,
105878,Direct,Desktop,1,1,1,0,
105879,Paid Social,Mobile,1,0,0,0,
105880,Email,Mobile,1,0,0,0,
105881,Organic Search,Desktop,1,0,0,0,
105882,Email,Desktop,1,1,0,0,
105883,Organic Search,Mobile,1,1,0,0,
105884,Organic Search,Desktop,1,1,0,0,
105885,Email,Mobile,1,1,0,0,
105886,Paid Social,Mobile,1,0,0,0,
105887,Paid Social,Mobile,1,0,0,0,
105888,Organic Search,Mobile,1,1,1,0,
105889,Referral,Desktop,1,0,0,0,
105890,Organic Search,Mobile,1,0,0,0,
105891,Email,Mobile,1,1,0,0,
105892,Direct,Mobile,1,1,0,0,
105893,Referral,Desktop,1,1,0,0,
105894,Direct,Desktop,1,0,0,0,
105895,Referral,Mobile,1,1,0,0,
105896,Organic Search,Mobile,1,1,0,0,
105897,Organic Search,Desktop,1,1,1,0,
105898,Organic Search,Desktop,1,0,0,0,
105899,Direct,Mobile,1,1,1,0,
105900,Paid Social,Desktop,1,1,1,0,
105901,Paid Social,Tablet,1,0,0,0,
105902,Paid Social,Mobile,1,0,0,0,
105903,Organic Search,Mobile,1,0,0,0,
105904,Paid Social,Mobile,1,0,0,0,
105905,Direct,Mobile,1,1,1,0,
105906,Direct,Desktop,1,0,0,0,
105907,Organic Search,Mobile,1,1,1,1,30.29
105908,Paid Social,Mobile,1,0,0,0,
105909,Direct,Mobile,1,1,0,0,
105910,Referral,Mobile,1,0,0,0,
105911,Direct,Mobile,1,1,0,0,
105912,Paid Social,Mobile,1,0,0,0,
105913,Direct,Mobile,1,1,0,0,
105914,Organic Search,Mobile,1,0,0,0,
105915,Paid Social,Mobile,1,1,0,0,
105916,Paid Social,Mobile,1,0,0,0,
105917,Organic Search,Mobile,1,1,1,0,
105918,Organic Search,Desktop,1,1,0,0,
105919,Direct,Mobile,1,0,0,0,
105920,Paid Social,Desktop,1,0,0,0,
105921,Email,Desktop,1,0,0,0,
105922,Referral,Mobile,1,1,1,0,
105923,Paid Social,Desktop,1,0,0,0,
105924,Direct,Mobile,1,1,0,0,
